IlmnID,CHR,MAPINFO
cg05125128,15,31363185
cg05125206,2,10296449
cg05125290,1,21012285
cg05125340,11,81886347
cg05125353,3,169477188
cg05125455,11,115069144
cg05125457,17,5389724
cg05125459,9,124651085
cg05125468,1,230478239
cg05125476,4,31036149
cg05125483,6,30640511
cg05125521,12,6391358
cg05125558,1,87379319
cg05125578,1,43613564
cg05125615,6,1700893
cg05125641,11,2503305
cg05125667,10,73772761
cg05125688,9,7360575
cg05125693,10,94051829
cg05125729,3,52932753
cg05125795,1,82265944
cg05125809,6,30687158
cg05125815,13,100148467
cg05125838,3,48601584
cg05125843,12,133382226
cg05125875,15,40425921
cg05125876,11,62458764
cg05125989,3,46568811
cg05126036,1,155920657
cg05126044,10,19498474
cg05126055,17,38457762
cg05126095,12,50351979
cg05126147,13,98628059
cg05126163,19,45092181
cg05126171,10,119022552
cg05126256,1,169859334
cg05126264,9,21077878
cg05126284,6,112337797
cg05126289,1,156995410
cg05126336,21,22812353
cg05126370,17,66462219
cg05126388,16,49670143
cg05126421,7,26726045
cg05126444,21,38629858
cg05126514,3,49697457
cg05126581,1,216144818
cg05126598,8,908491
cg05126734,17,65374597
cg05126797,4,4173077
cg05126855,13,30122875
cg05126860,3,171177951
cg05126887,6,56112547
cg05126892,10,115833870
cg05126932,6,136356850
cg05127036,2,1941558
cg05127037,X,154290179
cg05127077,1,113290014
cg05127153,1,6452941
cg05127178,X,51636110
cg05127193,7,106065985
cg05127217,11,113185801
cg05127221,16,29706380
cg05127295,5,54965610
cg05127367,3,113234064
cg05127369,15,96876469
cg05127380,11,63953684
cg05127383,10,11948952
cg05127440,1,226737765
cg05127450,1,165321223
cg05127456,1,202679455
cg05127547,13,77848526
cg05127548,1,33585746
cg05127553,3,49823859
cg05127574,8,121714453
cg05127612,6,150023602
cg05127633,2,145224422
cg05127636,1,26040636
cg05127653,11,59474627
cg05127781,16,3177980
cg05127855,X,147681180
cg05127899,6,28911473
cg05127924,17,18647523
cg05127937,2,20424422
cg05127962,X,131525560
cg05127966,3,38072949
cg05127995,4,2735244
cg05128003,1,6548962
cg05128038,22,32341389
cg05128056,15,100911973
cg05128109,3,146246956
cg05128122,3,131199267
cg05128156,2,42135222
cg05128192,14,30973283
cg05128194,16,5666498
cg05128201,1,16546928
cg05128246,8,136470274
cg05128278,9,132884649
cg05128341,16,28562420
cg05128364,9,93589839
cg05128379,11,36491549
cg05128386,16,47409366
cg05128414,1,197882835
cg05128437,1,245209110
cg05128498,21,47532819
cg05128504,5,38106217
cg05128516,22,36749125
cg05128538,12,5842662
cg05128550,16,16689409
cg05128566,7,95401837
cg05128619,5,27987466
cg05128623,17,1483623
cg05128626,13,101327152
cg05128724,2,121408239
cg05128755,5,60690745
cg05128808,12,95044445
cg05128820,11,117152057
cg05128824,Y,15015175
cg05128851,22,20207474
cg05128922,12,114882878
cg05128946,X,51545973
cg05128992,18,3450159
cg05129001,12,52071543
cg05129039,11,64884494
cg05129050,1,7178025
cg05129081,3,189348935
cg05129094,14,104123492
cg05129221,20,46695764
cg05129258,4,103749207
cg05129265,8,48295992
cg05129295,8,1316293
cg05129325,1,215255160
cg05129378,13,114144263
cg05129412,1,165600469
cg05129470,5,138609356
cg05129471,12,50386505
cg05129477,1,21044944
cg05129479,6,31323997
cg05129489,15,100664727
cg05129505,1,45637912
cg05129523,7,42951621
cg05129568,6,30708008
cg05129572,15,56138633
cg05129588,X,69425048
cg05129591,1,43637802
cg05129597,15,44970407
cg05129610,7,23053936
cg05129695,X,67332502
cg05129740,6,43173760
cg05129802,16,85517586
cg05129817,1,210001398
cg05129821,10,28592115
cg05129878,3,134513229
cg05129930,21,45719796
cg05129951,14,100626193
cg05129967,2,231175278
cg05130022,6,26538378
cg05130075,14,55089472
cg05130081,7,157867263
cg05130129,4,185122265
cg05130163,4,150875873
cg05130184,2,75716595
cg05130201,16,74638417
cg05130202,3,185237014
cg05130214,13,28812393
cg05130304,3,44379502
cg05130312,X,130930097
cg05130331,10,73822805
cg05130333,18,71730474
cg05130349,10,87930077
cg05130355,7,41982336
cg05130386,3,33543194
cg05130405,16,29298241
cg05130406,12,75723911
cg05130481,16,27437583
cg05130482,8,98271948
cg05130485,2,202098256
cg05130500,18,13316565
cg05130503,5,92364520
cg05130518,13,21295589
cg05130541,10,129727193
cg05130642,8,144946817
cg05130679,11,94502823
cg05130734,16,31084955
cg05130816,10,130833896
cg05130830,1,32303909
cg05130895,X,13092925
cg05130927,4,99983440
cg05130935,10,13117038
cg05130936,9,96421889
cg05130971,1,226554994
cg05131034,16,88773949
cg05131064,11,133228365
cg05131075,21,27162983
cg05131102,1,121484610
cg05131142,12,54496260
cg05131191,11,3712644
cg05131194,16,138756
cg05131196,11,32728491
cg05131202,15,79352411
cg05131207,15,100223273
cg05131254,6,138188362
cg05131266,14,91591887
cg05131292,1,175937549
cg05131334,15,77924568
cg05131347,10,133139945
cg05131382,3,138661280
cg05131434,14,23563153
cg05131479,18,14389924
cg05131483,16,23706241
cg05131488,7,14031821
cg05131524,7,87563250
cg05131526,15,91447194
cg05131533,10,104169208
cg05131545,17,73892663
cg05131552,22,41904505
cg05131620,16,55478716
cg05131623,3,179755284
cg05131646,11,61324779
cg05131696,12,31499319
cg05131707,12,53859511
cg05131732,8,93201062
cg05131766,16,47495109
cg05131771,10,3446994
cg05131815,6,109217364
cg05131862,12,70006175
cg05131878,14,88655734
cg05131894,16,22927109
cg05131901,4,41775539
cg05131940,10,53004307
cg05131957,20,5986807
cg05132076,3,149490139
cg05132077,22,49448319
cg05132118,13,33580951
cg05132122,1,3551619
cg05132124,1,11806263
cg05132134,17,65574198
cg05132150,4,108069981
cg05132222,15,41304869
cg05132256,14,20801677
cg05132262,7,1428858
cg05132293,4,39628000
cg05132306,1,1846339
cg05132568,1,11983153
cg05132659,9,138451740
cg05132705,1,31956274
cg05132724,2,143607680
cg05132739,3,128172724
cg05132751,2,43625704
cg05132782,7,150126391
cg05132821,6,26569536
cg05132828,12,123560478
cg05132838,1,205292214
cg05132851,10,134828961
cg05132925,1,110438826
cg05132999,1,51796986
cg05133009,12,121711846
cg05133045,4,41258731
cg05133090,11,89463426
cg05133132,7,66238203
cg05133150,20,44141223
cg05133155,14,63921345
cg05133179,11,116451175
cg05133202,6,4491062
cg05133205,6,32121248
cg05133229,14,61950852
cg05133251,11,63136413
cg05133254,9,91002855
cg05133272,19,57657024
cg05133314,1,6321683
cg05133323,12,116682492
cg05133329,10,98863680
cg05133330,10,22828724
cg05133339,3,186670876
cg05133340,12,132691718
cg05133370,14,32670610
cg05133398,6,28969258
cg05133422,X,65235210
cg05133424,10,7862795
cg05133437,15,40729032
cg05133463,17,39306719
cg05133557,19,39027996
cg05133560,16,13646787
cg05133578,12,46663406
cg05133591,20,61878355
cg05133593,18,21270561
cg05133691,2,58434480
cg05133706,1,234667229
cg05133721,3,47887677
cg05133730,18,77381876
cg05133736,10,102409191
cg05133745,11,29321991
cg05133756,1,110256159
cg05133814,3,112135990
cg05133853,11,5265007
cg05133854,11,44947337
cg05133900,22,19166542
cg05133943,14,105367472
cg05134013,20,61288350
cg05134015,14,36973364
cg05134026,14,20774100
cg05134027,6,154358881
cg05134041,X,82763218
cg05134054,12,111751587
cg05134124,16,23335958
cg05134133,17,35657474
cg05134183,16,74483750
cg05134214,12,115432917
cg05134240,11,1955022
cg05134325,13,52423121
cg05134404,8,117961129
cg05134448,2,239433271
cg05134455,9,27197396
cg05134476,8,75227221
cg05134500,3,196756620
cg05134552,8,47867487
cg05134567,19,45449164
cg05134616,6,30509457
cg05134625,6,169828930
cg05134707,6,5866741
cg05134708,17,74551865
cg05134727,10,61112052
cg05134730,6,56489994
cg05134736,12,378770
cg05134769,7,2239817
cg05134775,10,98273509
cg05134786,4,25780874
cg05134796,4,83352782
cg05134816,16,24895598
cg05134847,22,19742425
cg05134857,10,104802885
cg05134918,12,132603530
cg05134926,18,30349110
cg05134928,5,65956833
cg05134939,8,10983386
cg05134945,3,188665465
cg05134987,12,7948530
cg05135015,1,153963303
cg05135033,16,30989033
cg05135107,19,55219599
cg05135142,21,27949526
cg05135156,1,184355419
cg05135158,6,33134747
cg05135175,2,7150718
cg05135176,7,157620848
cg05135218,8,95348214
cg05135252,16,85372477
cg05135288,16,717706
cg05135366,16,3722649
cg05135397,12,108956757
cg05135409,18,64350362
cg05135419,8,7693249
cg05135499,10,21798697
cg05135521,2,161188334
cg05135523,16,31085703
cg05135536,9,128509001
cg05135541,1,150039386
cg05135549,22,17850689
cg05135569,12,45445114
cg05135593,5,49726091
cg05135596,8,118655346
cg05135644,6,108489794
cg05135670,6,109038134
cg05135689,20,60813225
cg05135714,6,32812164
cg05135729,X,118406950
cg05135768,1,214360573
cg05135791,12,72953945
cg05135828,X,142721384
cg05135838,16,25161366
cg05135846,2,8980611
cg05135851,3,45039330
cg05135861,18,3935526
cg05135942,12,94854468
cg05135972,2,221066286
cg05136000,12,53216979
cg05136031,7,127880566
cg05136032,10,12090646
cg05136099,1,33282967
cg05136139,6,30019517
cg05136169,20,3065472
cg05136179,3,52740482
cg05136229,2,88840057
cg05136238,3,39556329
cg05136263,2,45236018
cg05136264,9,124989407
cg05136268,22,25083547
cg05136329,7,2753728
cg05136380,9,80850794
cg05136452,11,64879890
cg05136471,12,94577836
cg05136476,3,53190708
cg05136510,3,62365139
cg05136528,22,30079188
cg05136531,2,40006890
cg05136561,11,17572182
cg05136607,11,75020650
cg05136628,16,83829915
cg05136650,20,44523308
cg05136670,6,107741061
cg05136724,2,65793961
cg05136737,1,244924917
cg05136786,2,69969078
cg05136799,13,103265465
cg05136804,18,32849112
cg05136848,11,45718280
cg05136889,8,102310443
cg05136926,11,89224884
cg05136928,18,56512179
cg05136956,8,142435657
cg05136981,3,14419915
cg05137064,16,29814871
cg05137065,8,10426676
cg05137073,22,37782821
cg05137152,19,19612670
cg05137157,9,71943142
cg05137159,1,144534186
cg05137199,19,19933808
cg05137251,X,50542289
cg05137263,X,30327624
cg05137358,13,37006126
cg05137378,1,58393136
cg05137386,14,105102976
cg05137443,6,33094068
cg05137450,2,233368262
cg05137466,9,34809810
cg05137587,3,197026406
cg05137662,X,153461685
cg05137680,5,138729067
cg05137710,9,124571388
cg05137756,17,4607597
cg05137777,11,7660811
cg05137809,10,80988603
cg05137810,19,42513373
cg05137838,2,25338954
cg05137895,8,50164319
cg05137945,3,123004549
cg05137975,6,99786313
cg05138017,6,49509494
cg05138023,4,130505272
cg05138040,10,126198964
cg05138062,1,204876693
cg05138064,2,58501844
cg05138082,14,54392086
cg05138096,14,29850583
cg05138103,2,171459243
cg05138133,16,84075502
cg05138135,10,135125372
cg05138138,2,106764527
cg05138148,1,48449894
cg05138150,12,130914343
cg05138188,19,36347669
cg05138191,5,4475426
cg05138203,13,102104706
cg05138270,10,1119685
cg05138272,11,65479571
cg05138298,16,1254252
cg05138383,10,52646401
cg05138397,1,160768548
cg05138403,14,93510790
cg05138464,19,34032362
cg05138468,4,55017816
cg05138546,17,39646297
cg05138681,9,98782755
cg05138695,5,14687324
cg05138699,20,3026655
cg05138702,10,126826999
cg05138704,X,48336405
cg05138768,12,127207918
cg05138776,5,1872997
cg05138785,21,38821783
cg05138787,5,14405924
cg05138839,2,153098680
cg05138892,16,86327785
cg05138918,3,197225706
cg05138949,3,57195541
cg05138953,20,16556876
cg05138957,14,101528122
cg05139028,6,31323260
cg05139043,11,72979530
cg05139068,14,93674683
cg05139070,1,23696193
cg05139080,5,79513268
cg05139081,12,113706668
cg05139109,3,58133058
cg05139111,1,114301886
cg05139114,15,66547043
cg05139138,17,34216350
cg05139152,12,113572929
cg05139187,2,24443635
cg05139219,12,122322816
cg05139301,9,2718737
cg05139369,17,7517401
cg05139377,16,4561089
cg05139449,6,159572468
cg05139472,2,140748359
cg05139500,7,27214901
cg05139515,1,2896586
cg05139523,20,43435090
cg05139529,2,20673086
cg05139559,12,105138455
cg05139571,1,154127137
cg05139610,3,63335468
cg05139637,8,61879742
cg05139649,11,108368922
cg05139693,22,38811151
cg05139709,4,651112
cg05139728,16,28306815
cg05139761,1,4842528
cg05139788,6,50690646
cg05139829,8,89255726
cg05139861,6,44007825
cg05139870,7,150945861
cg05139889,1,17961431
cg05139923,X,120120739
cg05139924,22,21336423
cg05139997,20,42305927
cg05140031,13,45992121
cg05140065,2,56113477
cg05140079,16,57496544
cg05140089,21,39654865
cg05140231,20,59965580
cg05140232,1,85992164
cg05140257,X,103401645
cg05140286,12,118870781
cg05140425,1,32452377
cg05140433,11,8060123
cg05140524,9,111025631
cg05140593,4,130245767
cg05140624,6,129251444
cg05140641,4,3123042
cg05140643,1,143468879
cg05140648,12,49391919
cg05140650,10,111966032
cg05140675,8,38812689
cg05140703,19,3835257
cg05140736,17,78195517
cg05140756,19,38916592
cg05140770,2,157389958
cg05140806,7,155597343
cg05140881,17,1010484
cg05140895,6,41514098
cg05140937,8,704108
cg05140943,9,95492234
cg05140968,17,101029
cg05140984,16,54958264
cg05141005,1,175070411
cg05141014,5,59784202
cg05141017,5,148520541
cg05141026,8,145064873
cg05141059,3,195162051
cg05141081,3,55203707
cg05141089,4,120550057
cg05141131,7,106416793
cg05141142,1,232538576
cg05141147,12,113903385
cg05141159,16,11036455
cg05141209,10,11492037
cg05141217,8,28491377
cg05141234,6,33265266
cg05141241,5,149562737
cg05141280,1,110078629
cg05141283,2,128179615
cg05141289,15,57404079
cg05141295,5,14663554
cg05141333,8,145048362
cg05141341,7,44796035
cg05141384,18,14378364
cg05141400,X,30260121
cg05141428,9,90477713
cg05141432,3,81812213
cg05141465,2,101015493
cg05141485,5,176972592
cg05141488,11,17630175
cg05141535,4,3871302
cg05141544,6,43441345
cg05141574,10,112290176
cg05141578,10,104306657
cg05141608,20,54826374
cg05141645,11,34073486
cg05141656,1,224401025
cg05141681,2,121950209
cg05141695,6,341179
cg05141709,3,53857444
cg05141711,1,15912212
cg05141787,11,2193283
cg05141815,1,247837535
cg05141839,12,123265478
cg05141856,20,16554462
cg05141867,6,3075351
cg05141870,17,28444126
cg05141871,11,67071491
cg05141895,13,20463364
cg05141924,2,28669865
cg05141988,6,108054129
cg05142023,16,86570342
cg05142030,8,62551053
cg05142047,2,197943493
cg05142057,13,72971590
cg05142081,7,31735670
cg05142090,17,47367711
cg05142115,7,30544300
cg05142118,7,135072787
cg05142138,6,105306814
cg05142140,3,49055320
cg05142148,16,90066395
cg05142160,13,31624682
cg05142211,3,181430484
cg05142212,13,33563152
cg05142233,1,158302127
cg05142257,5,112225812
cg05142272,14,24896537
cg05142358,18,76264888
cg05142373,7,90894713
cg05142445,14,76309156
cg05142461,11,65483541
cg05142483,10,106034514
cg05142520,12,49364425
cg05142576,6,27114780
cg05142592,10,135097799
cg05142617,2,95690820
cg05142634,7,36765608
cg05142677,16,88601445
cg05142680,X,44508373
cg05142733,4,114355954
cg05142765,14,95234821
cg05142833,2,200604517
cg05142835,11,65585389
cg05142928,7,98330917
cg05142929,18,59997008
cg05142942,15,77320210
cg05142980,17,16424202
cg05142982,8,495735
cg05143012,7,10974403
cg05143078,15,74988055
cg05143088,6,75994127
cg05143092,6,30619208
cg05143116,15,76633085
cg05143156,9,19154121
cg05143174,16,30542593
cg05143221,9,137134457
cg05143252,21,46117241
cg05143255,8,10502186
cg05143332,7,109218837
cg05143345,14,23447407
cg05143360,20,4741327
cg05143364,16,21363308
cg05143384,2,11944378
cg05143386,19,9213688
cg05143398,2,175713188
cg05143403,X,55744048
cg05143420,14,64926332
cg05143424,6,41185714
cg05143438,6,40518085
cg05143530,3,197439241
cg05143532,8,48881474
cg05143592,12,124979917
cg05143633,12,132905610
cg05143694,7,132299912
cg05143696,2,29222012
cg05143707,16,89284072
cg05143731,11,44059350
cg05143735,2,127978489
cg05143842,17,77904235
cg05143860,15,73075974
cg05143869,22,31674529
cg05143880,14,97106064
cg05143886,5,2075916
cg05143887,12,81471937
cg05143923,8,11838932
cg05143954,8,103424274
cg05143973,22,30886462
cg05144042,2,183904607
cg05144067,10,124905104
cg05144089,1,235292385
cg05144108,7,73914995
cg05144113,12,56578048
cg05144129,17,4691371
cg05144141,6,116850683
cg05144147,10,6018954
cg05144187,6,71124074
cg05144208,16,1605179
cg05144259,7,157808583
cg05144285,7,158935646
cg05144345,4,1686367
cg05144377,11,74632486
cg05144432,5,161275953
cg05144540,16,87749762
cg05144541,3,184025522
cg05144549,3,88083173
cg05144620,17,5969640
cg05144635,4,7218706
cg05144642,3,75720198
cg05144672,11,68873971
cg05144700,6,41301694
cg05144702,2,27274980
cg05144772,7,155758056
cg05144778,10,70406430
cg05144814,11,126944153
cg05144884,16,2770428
cg05144889,2,131485321
cg05144928,16,68481542
cg05144954,10,12084685
cg05144967,2,228539168
cg05145043,1,150936508
cg05145076,8,117845256
cg05145130,6,1606268
cg05145152,2,237375085
cg05145233,16,89169857
cg05145251,14,20020023
cg05145292,7,98332494
cg05145297,7,75264567
cg05145314,7,140714350
cg05145393,3,27404196
cg05145423,17,62492887
cg05145428,9,139300298
cg05145435,X,50557435
cg05145442,11,68551728
cg05145517,22,50689640
cg05145534,13,113097974
cg05145573,5,1479910
cg05145585,1,78021976
cg05145593,10,18348425
cg05145608,7,4757990
cg05145649,17,73127467
cg05145678,12,107255762
cg05145731,17,71586565
cg05145776,12,62586551
cg05145839,11,46085859
cg05145862,7,45903398
cg05145898,4,6883798
cg05145922,4,36287902
cg05145947,8,126034948
cg05146046,3,52566600
cg05146057,1,212003112
cg05146074,22,35652407
cg05146089,5,927399
cg05146205,7,101458364
cg05146223,5,27084371
cg05146226,X,37504072
cg05146279,4,14236742
cg05146293,16,50733799
cg05146307,16,29227936
cg05146330,17,74084894
cg05146395,20,61314142
cg05146399,3,107602259
cg05146407,10,10905710
cg05146409,13,30884491
cg05146416,14,23235641
cg05146436,2,74645396
cg05146480,1,172630462
cg05146485,17,35294107
cg05146493,12,121953474
cg05146498,22,43277521
cg05146499,19,40964323
cg05146527,19,45150642
cg05146534,14,54181641
cg05146536,4,77140677
cg05146544,2,134785774
cg05146658,2,236826419
cg05146682,2,40098945
cg05146683,18,23670720
cg05146756,9,21558870
cg05146762,7,73868173
cg05146852,11,26523295
cg05146870,19,33051072
cg05146888,6,33129059
cg05146922,2,10634173
cg05146966,8,140924230
cg05147070,3,160283468
cg05147077,5,36606600
cg05147097,1,58349807
cg05147108,X,128674368
cg05147143,6,156217094
cg05147158,16,48400562
cg05147195,6,33288733
cg05147200,9,22446829
cg05147244,20,61493194
cg05147262,4,71506650
cg05147273,17,74696803
cg05147280,16,77709877
cg05147321,4,101112318
cg05147328,17,79849437
cg05147330,X,117731073
cg05147343,4,156774554
cg05147450,19,42352753
cg05147453,8,71043690
cg05147504,18,33336114
cg05147509,16,2339535
cg05147525,12,6717761
cg05147578,22,18559239
cg05147582,X,48217074
cg05147616,15,76647170
cg05147638,12,54744991
cg05147646,9,38369848
cg05147654,7,157448564
cg05147677,4,78026453
cg05147692,1,159684683
cg05147695,6,12472959
cg05147708,2,179269209
cg05147714,11,73239681
cg05147735,2,219432767
cg05147757,19,41257066
cg05147763,4,2078817
cg05147764,1,226449707
cg05147765,17,66555863
cg05147857,4,129838719
cg05147886,15,101402028
cg05147906,15,81624741
cg05147914,8,22213810
cg05147983,4,124426380
cg05147995,5,72982877
cg05148039,11,8315095
cg05148061,3,58197308
cg05148089,4,61523120
cg05148093,5,140027273
cg05148130,6,44214879
cg05148170,17,4920375
cg05148180,10,4414967
cg05148192,13,113929958
cg05148217,3,108836877
cg05148250,2,232651136
